"Name","Nationality","Position","Team","Age","YOB","MatchedPlayed","Starts","MinutesPlayed","90s","Goals","Assists","GA","NonPenGoals","PensScored","PensAttempted","YellowCards","RedCards","xG","npxG","xAG","npxG + xAG","ProgressiveCarries","ProgressivePasses","ProgressivePassesReceived","G/90","A/90","GA/90","NonPenGoals/90","NonPenGA/90","xG/90","xAG/90","xA+xG /90","npxG/90","npXG + xAG /90","Matches","Season","Shots","ShotsOnTarget","SoT%","S/90","SoT/90","G/Shot","G/SoT","AvgShotDist","FKShots","npxG/Shot","Goals - xG","npG - npxG","PassesCompleted","PassesAttempted","PercentPassesCompleted","TotalPassingDistance","ProgressedPassingDistance","ShortPassesCompleted","ShortPassesAttempted","ShortPassesPercentCompleted","MedPassesCompleted","MedPassesAttempted","MedPassesPercentCompleted","LongPassesCompleted","LongPassesAttempted","LongPassesPercentCompleted","xA","A - xAG","KeyPasses","1/3","PPen","CPen","Progressive Passes","Tackles","TacklesWon","TklsDefThird","TklsMidThird","TklsAttThird","DribblersTackled","DribblesChallenged","DrblTkl%","ChallengesLost","Blocks","BlockedShots","BlockedPasses","Interceptions","Tackles + Interceptions","Clearances","DefensiveErrors"
"Amad Diallo","ci CIV","FW","Manchester Utd","21-247","2002","2","0","48","0.5","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.2","2","1","9","0.00","0.00","0.00","0.00","0.00","0.09","0.26","0.35","0.09","0.35","Matches","2023/2024","1","1","100.0","1.87","1.87","0.00","0.00","14.6","0","0.05","-0.1","-0.1","31","35","88.6","359","38","23","26","88.5","5","5","100.0","0","0","","0.1","-0.1","1","2","0","0","1","3","1","0","2","1","1","1","100.0","0","0","0","0","0","3","0","0"
"Amadou Diallo","eng ENG","MF","Newcastle Utd","21-028","2003","1","0","1","0.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2023/2024","0","0","","0.00","0.00","","","","0","","0.0","0.0","1","1","100.0","10","0","1","1","100.0","0","0","","0","0","","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"Rúben Dias","pt POR","DF","Manchester City","26-305","1997","23","21","1,929","21.4","0","0","0","0","0","0","0","0","1.1","1.1","0.2","1.3","30","132","14","0.00","0.00","0.00","0.00","0.00","0.05","0.01","0.06","0.05","0.06","Matches","2023/2024","16","7","43.8","0.75","0.33","0.00","0.00","14.2","0","0.07","-1.1","-1.1","1839","1966","93.5","32151","10207","775","800","96.9","928","966","96.1","115","162","71.0","1.1","-0.2","3","176","8","2","132","27","12","11","15","1","14","20","70.0","6","25","13","12","22","49","69","0"
"Luis Díaz","co COL","FW","Liverpool","27-061","1997","27","22","1,836","20.4","6","3","9","6","0","0","2","0","8.6","8.6","2.9","11.5","86","75","198","0.29","0.15","0.44","0.29","0.44","0.42","0.14","0.56","0.42","0.56","Matches","2023/2024","67","22","32.8","3.28","1.08","0.09","0.27","15.5","0","0.13","-2.6","-2.6","603","730","82.6","9198","1948","345","385","89.6","185","221","83.7","46","58","79.3","2.6","+0.1","34","42","28","2","75","22","17","3","10","9","6","26","23.1","20","14","0","14","3","25","7","0"
"Eric Dier","eng ENG","DF","Tottenham","30-059","1994","4","1","201","2.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","3","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2023/2024","0","0","","0.00","0.00","","","","0","","0.0","0.0","125","141","88.7","2070","1037","52","57","91.2","69","72","95.8","3","10","30.0","0.0","0.0","0","3","0","0","3","2","1","2","0","0","2","2","100.0","0","3","3","0","2","4","12","0"
"Lucas Digne","fr FRA","DF","Aston Villa","30-238","1993","23","19","1,636","18.2","1","2","3","1","0","0","5","0","0.8","0.8","2.8","3.6","30","58","163","0.06","0.11","0.17","0.06","0.17","0.04","0.16","0.20","0.04","0.20","Matches","2023/2024","15","4","26.7","0.83","0.22","0.07","0.25","20.2","4","0.05","+0.2","+0.2","723","960","75.3","11660","3956","367","422","87.0","298","379","78.6","45","100","45.0","2.7","-0.8","29","33","29","13","58","33","15","25","7","1","18","30","60.0","12","12","0","12","20","53","40","0"
"Issa Diop","fr FRA","DF","Fulham","27-065","1997","15","13","1,155","12.8","0","0","0","0","0","0","2","0","0.2","0.2","0.0","0.2","11","64","1","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.01","Matches","2023/2024","4","1","25.0","0.31","0.08","0.00","0.00","15.8","0","0.04","-0.2","-0.2","804","910","88.4","14951","5431","284","307","92.5","466","499","93.4","47","82","57.3","0.4","0.0","0","55","2","0","64","23","12","17","5","1","11","16","68.8","5","20","14","6","12","35","63","1"
"Axel Disasi","fr FRA","DF","Chelsea","26-003","1998","25","25","2,226","24.7","2","0","2","2","0","0","6","0","1.4","1.4","0.2","1.6","24","89","19","0.08","0.00","0.08","0.08","0.08","0.05","0.01","0.06","0.05","0.06","Matches","2023/2024","12","4","33.3","0.49","0.16","0.17","0.50","11.4","0","0.11","+0.6","+0.6","1731","1926","89.9","29234","10027","749","781","95.9","891","951","93.7","80","151","53.0","0.9","-0.2","2","98","7","1","89","29","16","17","9","3","19","25","76.0","6","20","15","5","16","45","90","1"
"Ben Doak","sct SCO","FW","Liverpool","18-124","2005","1","0","14","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2023/2024","0","0","","0.00","0.00","","","","0","","0.0","0.0","4","4","100.0","45","8","4","4","100.0","0","0","","0","0","","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"Lewis Dobbin","eng ENG","MF","Everton","21-071","2003","11","1","210","2.3","1","0","1","1","0","0","1","0","0.3","0.3","0.4","0.7","6","3","16","0.43","0.00","0.43","0.43","0.43","0.12","0.16","0.28","0.12","0.28","Matches","2023/2024","5","2","40.0","2.14","0.86","0.20","0.50","15.6","0","0.06","+0.7","+0.7","37","57","64.9","464","94","26","30","86.7","8","15","53.3","2","5","40.0","0.1","-0.4","3","0","3","1","3","7","6","3","3","1","5","9","55.6","4","4","1","3","1","8","0","0"
"Matt Doherty","ie IRL","DF,MF","Wolves","32-058","1992","21","3","593","6.6","1","0","1","1","0","0","1","0","0.5","0.5","0.7","1.3","7","15","36","0.15","0.00","0.15","0.15","0.15","0.08","0.11","0.19","0.08","0.19","Matches","2023/2024","5","2","40.0","0.76","0.30","0.20","0.50","11.0","0","0.11","+0.5","+0.5","241","320","75.3","3560","958","147","178","82.6","68","89","76.4","18","32","56.3","0.5","-0.7","7","13","5","1","15","13","7","6","5","2","5","11","45.5","6","7","2","5","4","17","24","0"
"Jeremy Doku","be BEL","FW,MF","Manchester City","21-292","2002","20","14","1,199","13.3","2","5","7","2","0","0","3","0","1.4","1.4","3.4","4.8","166","45","221","0.15","0.38","0.53","0.15","0.53","0.11","0.25","0.36","0.11","0.36","Matches","2023/2024","34","10","29.4","2.55","0.75","0.06","0.20","16.8","0","0.04","+0.6","+0.6","516","643","80.2","7372","1182","333","374","89.0","155","204","76.0","20","24","83.3","4.6","+1.6","34","8","30","6","45","28","19","10","11","7","9","17","52.9","8","9","0","9","8","36","4","0"
"Nicolás Domínguez","ar ARG","MF,FW","Nott'ham Forest","25-260","1998","19","18","1,345","14.9","2","2","4","2","0","0","3","0","1.2","1.2","1.0","2.2","8","74","35","0.13","0.13","0.27","0.13","0.27","0.08","0.07","0.15","0.08","0.15","Matches","2023/2024","19","5","26.3","1.27","0.33","0.11","0.40","16.7","0","0.06","+0.8","+0.8","583","695","83.9","8906","2590","306","345","88.7","208","247","84.2","38","50","76.0","1.2","+1.0","9","46","15","1","74","60","31","33","26","1","22","44","50.0","22","27","4","23","14","74","22","0"
"Jamie Donley","eng ENG","FW","Tottenham","19-071","2005","3","0","3","0.0","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2023/2024","0","0","","0.00","0.00","","","","0","","0.0","0.0","1","1","100.0","14","0","1","1","100.0","0","0","","0","0","","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","3","0"
"Gabriel Dos Santos","br BRA","DF","Arsenal","26-086","1997","26","24","2,176","24.2","4","0","4","4","0","0","3","0","3.3","3.3","0.7","3.9","12","97","8","0.17","0.00","0.17","0.17","0.17","0.14","0.03","0.16","0.14","0.16","Matches","2023/2024","23","9","39.1","0.95","0.37","0.17","0.44","7.6","0","0.14","+0.7","+0.7","1486","1670","89.0","25366","8380","634","669","94.8","748","810","92.3","89","152","58.6","0.6","-0.7","3","125","6","1","97","34","18","19","14","1","13","16","81.3","3","35","26","9","22","56","64","0"
"Abdoulaye Doucouré","ml MLI","FW,MF","Everton","31-073","1993","22","22","1,838","20.4","6","0","6","6","0","0","5","0","6.3","6.3","2.5","8.8","39","66","108","0.29","0.00","0.29","0.29","0.29","0.31","0.12","0.43","0.31","0.43","Matches","2023/2024","36","17","47.2","1.76","0.83","0.17","0.35","12.4","0","0.19","-0.3","-0.3","461","603","76.5","6431","1516","263","311","84.6","156","191","81.7","16","40","40.0","1.1","-2.5","28","34","12","1","66","30","19","14","11","5","13","30","43.3","17","19","2","17","13","43","11","0"
"Cheick Doucouré","ml MLI","MF","Crystal Palace","24-066","2000","11","11","919","10.2","0","0","0","0","0","0","2","0","0.3","0.3","0.7","1.0","9","49","5","0.00","0.00","0.00","0.00","0.00","0.03","0.07","0.10","0.03","0.10","Matches","2023/2024","6","2","33.3","0.59","0.20","0.00","0.00","21.6","0","0.05","-0.3","-0.3","367","422","87.0","5725","1849","200","222","90.1","146","165","88.5","18","24","75.0","0.8","-0.7","10","39","5","0","49","34","17","15","13","6","18","30","60.0","12","13","2","11","20","54","12","0"
"Alfie Doughty","eng ENG","DF","Luton Town","24-084","1999","27","24","2,085","23.2","1","7","8","1","0","0","3","0","0.9","0.9","4.6","5.6","69","79","121","0.04","0.30","0.35","0.04","0.35","0.04","0.20","0.24","0.04","0.24","Matches","2023/2024","20","3","15.0","0.86","0.13","0.05","0.33","16.4","1","0.05","+0.1","+0.1","805","1230","65.4","15261","5945","358","415","86.3","300","402","74.6","125","319","39.2","4.6","+1.7","57","57","28","16","78","42","26","19","13","10","23","55","41.8","32","29","2","27","20","62","29","2"
"Tommy Doyle","eng ENG","MF","Wolves","22-149","2001","19","6","813","9.0","0","0","0","0","0","0","2","0","0.2","0.2","0.3","0.5","11","53","9","0.00","0.00","0.00","0.00","0.00","0.03","0.03","0.06","0.03","0.06","Matches","2023/2024","7","2","28.6","0.77","0.22","0.00","0.00","27.2","2","0.04","-0.2","-0.2","542","642","84.4","10445","2862","202","216","93.5","250","277","90.3","74","120","61.7","0.7","-0.3","4","62","4","1","53","17","8","9","5","3","10","13","76.9","3","17","7","10","9","26","13","0"
"Radu Dragu<U+0219>in","ro ROU","DF,MF","Tottenham","22-040","2002","4","0","53","0.6","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","1","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2023/2024","0","0","","0.00","0.00","","","","0","","0.0","0.0","45","52","86.5","775","277","17","19","89.5","26","27","96.3","1","3","33.3","0.0","0.0","0","1","0","0","1","0","0","0","0","0","0","0","","0","2","2","0","3","3","4","0"
"Martin Dúbravka","sk SVK","GK","Newcastle Utd","35-059","1989","14","13","1,175","13.1","0","0","0","0","0","0","1","0","0.0","0.0","0.1","0.1","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.00","0.01","Matches","2023/2024","0","0","","0.00","0.00","","","","0","","0.0","0.0","312","393","79.4","7475","4283","75","77","97.4","158","160","98.8","77","153","50.3","0.0","-0.1","1","1","0","0","0","0","0","0","0","0","0","3","0.0","3","0","0","0","0","0","4","1"
"Paul Dummett","wls WAL","DF","Newcastle Utd","32-170","1991","1","0","5","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2023/2024","0","0","","0.00","0.00","","","","0","","0.0","0.0","8","8","100.0","124","43","4","4","100.0","4","4","100.0","0","0","","0.0","0.0","0","2","0","0","1","1","0","1","0","0","1","1","100.0","0","0","0","0","0","1","0","0"
"Lewis Dunk","eng ENG","DF","Brighton","32-114","1991","24","24","2,104","23.4","3","1","4","3","0","0","6","1","2.9","2.9","0.8","3.7","29","131","11","0.13","0.04","0.17","0.13","0.17","0.12","0.03","0.16","0.12","0.16","Matches","2023/2024","29","9","31.0","1.24","0.38","0.10","0.33","13.7","4","0.10","+0.1","+0.1","2330","2532","92.0","40127","15066","1059","1091","97.1","1045","1110","94.1","178","267","66.7","2.1","+0.2","11","177","8","1","131","20","10","12","7","1","8","28","28.6","20","36","28","8","19","39","53","1"
"Jhon Durán","co COL","FW,MF","Aston Villa","20-092","2003","14","0","185","2.1","2","0","2","2","0","0","4","0","1.3","1.3","0.1","1.4","6","4","13","0.97","0.00","0.97","0.97","0.97","0.61","0.05","0.66","0.61","0.66","Matches","2023/2024","12","4","33.3","5.84","1.95","0.17","0.50","16.7","0","0.11","+0.7","+0.7","39","62","62.9","539","95","22","35","62.9","11","12","91.7","2","2","100.0","0.1","-0.1","2","2","1","0","4","3","3","1","1","1","0","3","0.0","3","3","0","3","0","3","7","0"
"Ederson","br BRA","GK","Manchester City","30-210","1993","27","27","2,312","25.7","0","0","0","0","0","0","5","0","0.0","0.0","0.1","0.1","0","4","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2023/2024","0","0","","0.00","0.00","","","","0","","0.0","0.0","893","1029","86.8","22048","14954","217","218","99.5","461","471","97.9","213","335","63.6","0.1","-0.1","1","22","1","0","4","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","6","1"
"Odsonne Édouard","fr FRA","FW,MF","Crystal Palace","26-058","1998","22","17","1,427","15.9","6","0","6","6","0","0","3","0","5.7","5.7","1.1","6.8","31","32","87","0.38","0.00","0.38","0.38","0.38","0.36","0.07","0.43","0.36","0.43","Matches","2023/2024","47","17","36.2","2.96","1.07","0.13","0.35","13.7","3","0.12","+0.3","+0.3","218","314","69.4","2700","602","146","185","78.9","52","71","73.2","6","10","60.0","0.9","-1.1","16","10","13","1","32","19","10","7","5","7","3","17","17.6","14","15","1","14","5","24","19","0"
"John Egan","ie IRL","DF","Sheffield Utd","31-146","1992","6","6","482","5.4","0","0","0","0","0","0","2","0","0.2","0.2","0.0","0.2","0","5","1","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.03","0.03","0.03","Matches","2023/2024","3","1","33.3","0.56","0.19","0.00","0.00","10.3","0","0.05","-0.2","-0.2","128","185","69.2","2449","988","38","49","77.6","79","92","85.9","9","38","23.7","0.0","0.0","0","5","1","0","5","6","4","4","2","0","4","11","36.4","7","10","4","6","13","19","39","1"
"Hjalmar Ekdal","se SWE","DF","Burnley","25-145","1998","6","4","325","3.6","0","0","0","0","0","0","2","0","0.1","0.1","0.1","0.1","2","9","0","0.00","0.00","0.00","0.00","0.00","0.02","0.02","0.04","0.02","0.04","Matches","2023/2024","2","1","50.0","0.55","0.28","0.00","0.00","16.4","0","0.03","-0.1","-0.1","137","157","87.3","2441","686","46","50","92.0","82","90","91.1","7","12","58.3","0.0","-0.1","1","8","0","0","9","2","1","1","1","0","0","1","0.0","1","4","2","2","4","6","17","0"
"Anthony Elanga","se SWE","FW,MF","Nott'ham Forest","21-322","2002","27","19","1,843","20.5","5","7","12","5","0","0","1","0","5.9","5.9","5.6","11.4","76","33","156","0.24","0.34","0.59","0.24","0.59","0.29","0.27","0.56","0.29","0.56","Matches","2023/2024","45","20","44.4","2.20","0.98","0.11","0.25","15.5","0","0.13","-0.9","-0.9","337","505","66.7","4490","1044","213","273","78.0","98","150","65.3","9","17","52.9","3.0","+1.4","24","16","18","4","33","29","17","17","6","6","15","30","50.0","15","20","2","18","7","36","15","1"
"Harvey Elliott","eng ENG","MF,FW","Liverpool","20-345","2003","24","6","838","9.3","2","2","4","2","0","0","1","0","1.3","1.3","2.4","3.7","30","72","64","0.21","0.21","0.43","0.21","0.43","0.14","0.26","0.40","0.14","0.40","Matches","2023/2024","29","9","31.0","3.11","0.97","0.07","0.22","22.9","1","0.05","+0.7","+0.7","474","575","82.4","7302","1702","268","296","90.5","162","188","86.2","30","56","53.6","2.7","-0.4","21","46","24","5","72","16","12","3","10","3","7","21","33.3","14","16","0","16","5","21","6","0"
"Mohamed Elneny","eg EGY","MF","Arsenal","31-247","1992","3","0","28","0.3","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","1","1","0","0.00","0.00","0.00","0.00","0.00","0.26","0.00","0.26","0.26","0.26","Matches","2023/2024","2","1","50.0","6.43","3.21","0.00","0.00","25.8","0","0.04","-0.1","-0.1","39","40","97.5","624","147","18","19","94.7","21","21","100.0","0","0","","0.0","0.0","0","2","0","0","1","0","0","0","0","0","0","1","0.0","1","0","0","0","1","1","0","0"
"Emerson","br BRA","DF","Tottenham","25-060","1999","18","9","959","10.7","1","0","1","1","0","0","3","0","0.2","0.2","0.4","0.6","20","44","31","0.09","0.00","0.09","0.09","0.09","0.01","0.04","0.05","0.01","0.05","Matches","2023/2024","5","3","60.0","0.47","0.28","0.20","0.33","21.4","0","0.03","+0.8","+0.8","798","880","90.7","11623","3365","452","473","95.6","282","302","93.4","31","43","72.1","0.8","-0.4","2","37","6","2","44","31","21","19","9","3","19","35","54.3","16","17","8","9","18","49","45","1"
"Julio Enciso","py PAR","MF,FW","Brighton","20-051","2004","5","2","147","1.6","0","2","2","0","0","0","1","0","0.5","0.5","0.8","1.2","7","0","12","0.00","1.22","1.22","0.00","1.22","0.27","0.47","0.75","0.27","0.75","Matches","2023/2024","10","3","30.0","6.12","1.84","0.00","0.00","21.5","0","0.05","-0.5","-0.5","35","52","67.3","406","93","25","30","83.3","8","14","57.1","1","2","50.0","0.6","+1.2","3","1","0","0","0","0","0","0","0","0","0","2","0.0","2","2","0","2","0","0","0","0"
"Wataru Endo","jp JPN","MF","Liverpool","31-034","1993","20","12","1,094","12.2","1","0","1","1","0","0","7","0","0.3","0.3","1.6","2.0","6","59","15","0.08","0.00","0.08","0.08","0.08","0.03","0.13","0.16","0.03","0.16","Matches","2023/2024","8","2","25.0","0.66","0.16","0.13","0.50","23.2","0","0.04","+0.7","+0.7","697","799","87.2","10969","3100","360","393","91.6","302","334","90.4","28","38","73.7","1.3","-1.6","12","73","15","2","59","30","17","7","19","4","11","35","31.4","24","16","2","14","12","42","21","1"
"Christian Eriksen","dk DEN","MF","Manchester Utd","32-029","1992","16","9","887","9.9","1","1","2","1","0","0","1","0","0.7","0.7","1.8","2.5","18","53","19","0.10","0.10","0.20","0.10","0.20","0.07","0.18","0.25","0.07","0.25","Matches","2023/2024","9","4","44.4","0.91","0.41","0.11","0.25","21.5","1","0.08","+0.3","+0.3","489","614","79.6","8076","1996","249","283","88.0","180","218","82.6","42","77","54.5","1.9","-0.8","18","52","15","3","53","14","12","4","7","3","8","27","29.6","19","14","5","9","3","17","10","0"
"Maxime Estève","fr FRA","DF","Burnley","21-293","2002","6","5","455","5.1","0","0","0","0","0","0","2","0","0.1","0.1","0.0","0.1","3","15","1","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.02","0.02","0.02","Matches","2023/2024","2","0","0.0","0.40","0.00","0.00","","18.0","0","0.04","-0.1","-0.1","218","275","79.3","3946","1125","83","98","84.7","120","135","88.9","13","30","43.3","0.0","0.0","0","13","0","0","15","10","4","5","5","0","7","11","63.6","4","7","3","4","7","17","24","0"
"Pervis Estupiñán","ec ECU","DF","Brighton","26-053","1998","16","12","1,052","11.7","2","3","5","2","0","0","4","0","0.9","0.9","3.4","4.3","41","74","76","0.17","0.26","0.43","0.17","0.43","0.08","0.29","0.37","0.08","0.37","Matches","2023/2024","10","6","60.0","0.86","0.51","0.20","0.33","18.8","0","0.09","+1.1","+1.1","706","839","84.1","10354","3274","414","456","90.8","241","278","86.7","29","55","52.7","2.3","-0.4","25","58","24","10","74","20","9","8","10","2","10","24","41.7","14","12","2","10","18","38","17","0"
"Jonny Evans","nir NIR","DF","Manchester Utd","36-071","1988","18","12","1,086","12.1","0","1","1","0","0","0","2","0","0.1","0.1","1.2","1.2","5","32","1","0.00","0.08","0.08","0.00","0.08","0.01","0.10","0.10","0.01","0.10","Matches","2023/2024","1","0","0.0","0.08","0.00","0.00","","5.4","0","0.06","-0.1","-0.1","542","628","86.3","9086","3121","233","255","91.4","253","277","91.3","36","63","57.1","0.3","-0.2","5","26","3","0","32","12","7","10","2","0","9","16","56.3","7","19","14","5","17","29","65","0"
"Eberechi Eze","eng ENG","MF,FW","Crystal Palace","25-259","1998","18","15","1,316","14.6","6","1","7","5","1","1","3","0","5.5","4.7","2.9","7.5","43","59","75","0.41","0.07","0.48","0.34","0.41","0.37","0.20","0.57","0.32","0.52","Matches","2023/2024","54","20","37.0","3.69","1.37","0.09","0.25","21.5","10","0.09","+0.5","+0.3","438","569","77.0","7095","1977","215","247","87.0","165","196","84.2","41","89","46.1","3.1","-1.9","37","30","25","3","59","24","9","1","12","11","11","23","47.8","12","14","1","13","6","30","4","0"
"Lukasz Fabianski","pl POL","GK","West Ham","38-331","1985","5","3","316","3.5","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2023/2024","0","0","","0.00","0.00","","","","0","","0.0","0.0","71","106","67.0","2146","1458","7","7","100.0","39","39","100.0","25","59","42.4","0.0","0.0","0","2","0","0","1","1","0","1","0","0","1","1","100.0","0","0","0","0","1","2","0","0"
"Romain Faivre","fr FRA","MF,DF","Bournemouth","25-244","1998","3","0","18","0.2","0","0","0","0","0","0","1","0","0.1","0.1","0.0","0.1","2","3","1","0.00","0.00","0.00","0.00","0.00","0.71","0.00","0.71","0.71","0.71","Matches","2023/2024","1","0","0.0","5.00","0.00","0.00","","14.3","0","0.14","-0.1","-0.1","10","14","71.4","135","78","5","7","71.4","5","5","100.0","0","1","0.0","0.0","0.0","0","2","1","0","3","1","1","0","1","0","0","3","0.0","3","0","0","0","0","1","0","0"
"Ansu Fati","es ESP","MF,FW","Brighton","21-135","2002","15","3","476","5.3","2","0","2","2","0","0","2","0","3.3","3.3","0.8","4.1","14","25","40","0.38","0.00","0.38","0.38","0.38","0.62","0.15","0.77","0.62","0.77","Matches","2023/2024","23","10","43.5","4.35","1.89","0.09","0.20","14.3","0","0.14","-1.3","-1.3","152","181","84.0","1978","475","100","106","94.3","34","43","79.1","9","10","90.0","0.5","-0.8","6","13","5","0","25","4","2","1","2","1","1","11","9.1","10","7","0","7","3","7","3","0"
"Felipe","br BRA","DF","Nott'ham Forest","34-303","1989","5","3","269","3.0","0","0","0","0","0","0","3","0","0.1","0.1","0.1","0.2","1","3","0","0.00","0.00","0.00","0.00","0.00","0.04","0.02","0.06","0.04","0.06","Matches","2023/2024","2","0","0.0","0.67","0.00","0.00","","6.9","0","0.06","-0.1","-0.1","129","151","85.4","2516","974","47","52","90.4","61","67","91.0","17","27","63.0","0.0","-0.1","2","6","0","0","3","9","6","6","3","0","7","9","77.8","2","2","1","1","1","10","6","0"
"Evan Ferguson","ie IRL","FW","Brighton","19-147","2004","26","15","1,359","15.1","6","0","6","6","0","0","1","0","4.6","4.6","0.5","5.1","13","15","62","0.40","0.00","0.40","0.40","0.40","0.31","0.04","0.34","0.31","0.34","Matches","2023/2024","33","20","60.6","2.19","1.32","0.18","0.30","15.5","0","0.14","+1.4","+1.4","244","303","80.5","3028","349","156","180","86.7","54","63","85.7","11","15","73.3","0.8","-0.5","6","11","4","0","15","14","6","4","7","3","5","14","35.7","9","10","3","7","2","16","7","0"
"Bruno Fernandes","pt POR","MF,FW","Manchester Utd","29-188","1994","27","27","2,430","27.0","4","6","10","2","2","3","8","0","7.2","4.9","8.2","13.1","58","223","137","0.15","0.22","0.37","0.07","0.30","0.27","0.31","0.57","0.18","0.49","Matches","2023/2024","68","24","35.3","2.52","0.89","0.03","0.08","22.5","11","0.07","-3.2","-2.9","1190","1652","72.0","21018","7568","577","668","86.4","403","530","76.0","161","316","50.9","7.0","-2.2","82","136","66","8","223","56","33","22","20","14","26","77","33.8","51","35","4","31","20","76","36","1"
