Name,Season,player_id,date,market_value_in_eur,current_club_id,player_club_domestic_competition_id,Nationality,Position,Team,Age,YOB,MatchedPlayed,Starts,MinutesPlayed,90s,Goals,Assists,GA,NonPenGoals,PensScored,PensAttempted,YellowCards,RedCards,xG,npxG,xAG,npxG + xAG,ProgressiveCarries,ProgressivePasses,ProgressivePassesReceived,G/90,A/90,GA/90,NonPenGoals/90,NonPenGA/90,xG/90,xAG/90,xA+xG /90,npxG/90,npXG + xAG /90,Matches,Shots,ShotsOnTarget,SoT%,S/90,SoT/90,G/Shot,G/SoT,AvgShotDist,FKShots,npxG/Shot,Goals - xG,npG - npxG,PassesCompleted,PassesAttempted,PercentPassesCompleted,TotalPassingDistance,ProgressedPassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesPercentCompleted,MedPassesCompleted,MedPassesAttempted,MedPassesPercentCompleted,LongPassesCompleted,LongPassesAttempted,LongPassesPercentCompleted,xA,A - xAG,KeyPasses,1/3,PPen,CPen,Progressive Passes,Tackles,TacklesWon,TklsDefThird,TklsMidThird,TklsAttThird,DribblersTackled,DribblesChallenged,DrblTkl%,ChallengesLost,Blocks,BlockedShots,BlockedPasses,Interceptions,Tackles + Interceptions,Clearances,DefensiveErrors,nationality_id,team_id,position_id,season_id
Tim Ream,2023/2024,145466,2023-12-19,1000000,931,GB1,us USA,DF,Fulham,36,1987,17,16,"1,413",15.7,1,0,1,1,0,0,4,1,1.0,1.0,0.0,1.0,11.0,65.0,3.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,Matches,1,1,100.0,0.06,0.06,1.0,1.0,1.3,0.0,0.96,0.0,0.0,898.0,1010.0,88.9,17990.0,6481.0,293.0,316.0,92.7,488.0,531.0,91.9,106.0,139.0,76.3,0.1,0.0,0.0,76.0,1.0,0.0,65.0,18.0,9,11.0,5.0,2.0,7.0,15.0,46.7,8.0,22.0,15.0,7.0,25,43.0,56.0,2.0,27,11,3,5
Timm Klose,2019/2020,65255,2020-04-08,2000000,1123,GB1,ch SUI,DF,Norwich City,31,1988,7,7,585,6.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,3,0,0.0,0.46,0.0,0.0,0.0,12.2,0.0,0.07,-0.2,-0.2,336.0,399.0,84.2,6321.0,1941.0,116.0,137.0,84.7,185.0,198.0,93.4,29.0,51.0,56.9,0.0,0.0,0.0,9.0,1.0,0.0,17.0,8.0,2,5.0,2.0,1.0,7.0,11.0,63.6,4.0,6.0,6.0,0.0,7,15.0,29.0,0.0,13,14,3,1
Timo Werner,2020/2021,170527,2021-06-01,65000000,148,GB1,de GER,"FW,MF",Chelsea,24,1996,35,29,"2,602",28.9,6,8,14,6,0,0,2,0,11.4,11.4,5.6,17.0,103.0,69.0,238.0,0.21,0.28,0.48,0.21,0.48,0.39,0.19,0.59,0.39,0.59,Matches,79,31,39.2,2.73,1.07,0.08,0.19,13.8,0.0,0.14,-5.4,-5.4,629.0,824.0,76.3,8141.0,1532.0,380.0,462.0,82.3,185.0,223.0,83.0,16.0,35.0,45.7,3.2,2.4,36.0,36.0,23.0,5.0,69.0,20.0,9,6.0,11.0,3.0,7.0,43.0,16.3,36.0,23.0,1.0,22.0,8,28.0,8.0,0.0,28,24,2,2
Timo Werner,2021/2022,170527,2022-03-29,42000000,148,GB1,de GER,"FW,MF",Chelsea,25,1996,21,15,"1,283",14.3,4,1,5,4,0,0,1,0,6.8,6.8,0.3,7.1,46.0,18.0,144.0,0.28,0.07,0.35,0.28,0.35,0.48,0.02,0.5,0.48,0.5,Matches,45,16,35.6,3.16,1.12,0.09,0.25,13.3,0.0,0.15,-2.8,-2.8,297.0,402.0,73.9,3577.0,478.0,197.0,230.0,85.7,69.0,92.0,75.0,8.0,16.0,50.0,0.8,0.7,8.0,9.0,9.0,1.0,18.0,8.0,4,3.0,3.0,2.0,2.0,20.0,10.0,18.0,9.0,0.0,9.0,2,10.0,4.0,0.0,28,24,2,3
Timo Werner,2023/2024,170527,2023-12-14,17000000,148,GB1,de GER,FW,Tottenham,28,1996,7,5,418,4.6,2,2,4,2,0,0,0,0,1.8,1.8,1.5,3.2,44.0,25.0,70.0,0.43,0.43,0.86,0.43,0.86,0.38,0.31,0.69,0.38,0.69,Matches,17,5,29.4,3.66,1.08,0.12,0.4,14.7,0.0,0.1,0.2,0.2,161.0,201.0,80.1,2283.0,453.0,96.0,109.0,88.1,60.0,72.0,83.3,3.0,8.0,37.5,1.1,0.5,8.0,4.0,10.0,2.0,25.0,3.0,1,2.0,1.0,0.0,2.0,8.0,25.0,6.0,1.0,0.0,1.0,3,6.0,0.0,0.0,28,21,1,5
Timothy Castagne,2020/2021,262226,2021-05-26,28000000,931,GB1,be BEL,DF,Leicester City,24,1995,27,27,"2,345",26.1,2,3,5,2,0,0,1,0,1.1,1.1,2.2,3.4,52.0,91.0,148.0,0.08,0.12,0.19,0.08,0.19,0.04,0.09,0.13,0.04,0.13,Matches,8,3,37.5,0.31,0.12,0.25,0.67,10.9,0.0,0.14,0.9,0.9,1284.0,1545.0,83.1,18542.0,6211.0,754.0,838.0,90.0,443.0,524.0,84.5,54.0,101.0,53.5,1.3,0.8,22.0,96.0,22.0,7.0,91.0,52.0,32,29.0,18.0,5.0,24.0,44.0,54.5,20.0,29.0,5.0,24.0,29,81.0,62.0,1.0,12,18,3,2
Timothy Castagne,2021/2022,262226,2021-12-23,28000000,931,GB1,be BEL,DF,Leicester City,25,1995,27,22,"2,127",23.6,1,0,1,1,0,0,1,0,0.7,0.7,1.5,2.2,32.0,72.0,115.0,0.04,0.0,0.04,0.04,0.04,0.03,0.06,0.09,0.03,0.09,Matches,7,3,42.9,0.3,0.13,0.14,0.33,15.2,0.0,0.1,0.3,0.3,1077.0,1330.0,81.0,16391.0,5539.0,611.0,694.0,88.0,393.0,467.0,84.2,56.0,101.0,55.4,1.0,-1.5,15.0,66.0,14.0,8.0,72.0,67.0,31,38.0,22.0,7.0,27.0,43.0,62.8,16.0,28.0,9.0,19.0,29,96.0,54.0,1.0,12,18,3,3
Timothy Castagne,2022/2023,262226,2022-11-03,28000000,931,GB1,be BEL,DF,Leicester City,26,1995,37,36,"3,254",36.2,2,3,5,2,0,0,3,0,2.2,2.2,2.6,4.8,39.0,106.0,149.0,0.06,0.08,0.14,0.06,0.14,0.06,0.07,0.13,0.06,0.13,Matches,19,5,26.3,0.53,0.14,0.11,0.4,11.0,0.0,0.12,-0.2,-0.2,1470.0,1836.0,80.1,21125.0,8419.0,895.0,998.0,89.7,470.0,586.0,80.2,60.0,132.0,45.5,2.2,0.4,22.0,89.0,20.0,10.0,106.0,87.0,44,53.0,27.0,7.0,41.0,84.0,48.8,43.0,50.0,13.0,37.0,43,130.0,110.0,0.0,12,18,3,4
Timothy Castagne,2023/2024,262226,2023-12-19,17000000,931,GB1,be BEL,DF,Fulham,28,1995,25,21,"1,928",21.4,0,1,1,0,0,0,2,0,1.3,1.3,0.9,2.2,40.0,62.0,90.0,0.0,0.05,0.05,0.0,0.05,0.06,0.04,0.1,0.06,0.1,Matches,11,2,18.2,0.51,0.09,0.0,0.0,11.9,0.0,0.12,-1.3,-1.3,1044.0,1280.0,81.6,16447.0,5754.0,555.0,623.0,89.1,397.0,461.0,86.1,68.0,121.0,56.2,1.1,0.1,14.0,59.0,15.0,7.0,62.0,37.0,18,16.0,12.0,9.0,20.0,31.0,64.5,11.0,27.0,7.0,20.0,32,69.0,53.0,1.0,12,11,3,5
Timothy Fosu-Mensah,2019/2020,315131,2020-04-08,6300000,15,L1,nl NED,DF,Manchester Utd,21,1998,3,2,136,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.11,0.05,0.11,Matches,1,0,0.0,0.66,0.0,0.0,0.0,11.2,0.0,0.07,-0.1,-0.1,60.0,73.0,82.2,954.0,239.0,27.0,33.0,81.8,21.0,26.0,80.8,6.0,7.0,85.7,0.0,-0.1,2.0,2.0,1.0,1.0,4.0,1.0,1,0.0,1.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,4,5.0,1.0,0.0,29,8,3,1
Timothy Fosu-Mensah,2020/2021,315131,2021-06-09,4000000,15,L1,nl NED,DF,Manchester Utd,22,1998,1,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,2.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.31,0.33,0.03,0.33,Matches,1,0,0.0,1.13,0.0,0.0,0.0,30.9,0.0,0.02,0.0,0.0,64.0,74.0,86.5,982.0,244.0,31.0,35.0,88.6,29.0,31.0,93.5,3.0,6.0,50.0,0.2,-0.3,2.0,6.0,1.0,0.0,5.0,2.0,0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3,5.0,1.0,0.0,29,8,3,2
Toby Alderweireld,2019/2020,42710,2020-04-08,24000000,1096,BE1,be BEL,DF,Tottenham,30,1989,33,33,"2,957",32.9,2,2,4,2,0,0,7,0,0.7,0.7,1.3,2.1,11.0,96.0,10.0,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06,Matches,16,4,25.0,0.49,0.12,0.13,0.5,12.6,0.0,0.05,1.3,1.3,1630.0,2009.0,81.1,33738.0,10390.0,480.0,531.0,90.4,924.0,1021.0,90.5,216.0,414.0,52.2,1.4,0.7,11.0,110.0,13.0,2.0,96.0,40.0,29,24.0,13.0,3.0,11.0,24.0,45.8,13.0,48.0,32.0,16.0,31,71.0,172.0,2.0,12,21,3,1
Toby Alderweireld,2020/2021,42710,2021-05-26,11000000,1096,BE1,be BEL,DF,Tottenham,31,1989,25,25,"2,240",24.9,1,0,1,1,0,0,2,0,0.7,0.7,0.7,1.4,3.0,59.0,1.0,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06,Matches,10,3,30.0,0.4,0.12,0.1,0.33,8.5,0.0,0.07,0.3,0.3,1199.0,1453.0,82.5,24372.0,8025.0,365.0,398.0,91.7,658.0,713.0,92.3,157.0,303.0,51.8,0.8,-0.7,8.0,64.0,5.0,1.0,59.0,35.0,22,22.0,11.0,2.0,18.0,30.0,60.0,12.0,40.0,28.0,12.0,10,45.0,121.0,0.0,12,21,3,2
Todd Cantwell,2019/2020,332341,2020-04-08,20000000,124,SC1,eng ENG,"FW,MF",Norwich City,21,1998,37,30,"2,489",27.7,6,2,8,6,0,0,6,0,5.4,5.4,1.9,7.3,75.0,99.0,138.0,0.22,0.07,0.29,0.22,0.29,0.19,0.07,0.26,0.19,0.26,Matches,42,16,38.1,1.52,0.58,0.14,0.38,16.1,0.0,0.13,0.6,0.6,886.0,1110.0,79.8,11726.0,2625.0,560.0,627.0,89.3,206.0,263.0,78.3,45.0,84.0,53.6,1.1,0.1,35.0,76.0,21.0,0.0,99.0,51.0,31,19.0,27.0,5.0,26.0,73.0,35.6,47.0,38.0,2.0,36.0,18,69.0,35.0,1.0,2,14,2,1
Todd Cantwell,2021/2022,332341,2022-05-13,18000000,124,SC1,eng ENG,"FW,MF",Norwich City,23,1998,8,5,441,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,2.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,5,0,0.0,1.02,0.0,0.0,0.0,28.5,0.0,0.03,-0.1,-0.1,130.0,157.0,82.8,1766.0,386.0,84.0,93.0,90.3,35.0,43.0,81.4,5.0,10.0,50.0,0.4,-0.1,2.0,13.0,2.0,0.0,10.0,15.0,13,8.0,6.0,1.0,6.0,17.0,35.3,11.0,2.0,0.0,2.0,3,18.0,2.0,0.0,2,14,2,3
Tom Cairney,2020/2021,123275,2021-06-08,9000000,931,GB1,sct SCO,MF,Fulham,29,1991,10,9,759,8.4,1,1,2,1,0,0,2,0,0.5,0.5,1.1,1.6,22.0,72.0,25.0,0.12,0.12,0.24,0.12,0.24,0.06,0.13,0.19,0.06,0.19,Matches,12,4,33.3,1.42,0.47,0.08,0.25,21.0,0.0,0.04,0.5,0.5,560.0,632.0,88.6,9963.0,2060.0,247.0,258.0,95.7,226.0,246.0,91.9,69.0,96.0,71.9,1.1,-0.1,17.0,51.0,10.0,6.0,72.0,9.0,3,1.0,4.0,4.0,1.0,4.0,25.0,3.0,6.0,0.0,6.0,0,9.0,3.0,0.0,3,11,4,2
Tom Cairney,2022/2023,123275,2022-11-03,2000000,931,GB1,sct SCO,MF,Fulham,31,1991,33,6,988,11.0,2,0,2,2,0,0,2,0,1.5,1.5,1.4,2.9,34.0,92.0,57.0,0.18,0.0,0.18,0.18,0.18,0.13,0.13,0.26,0.13,0.26,Matches,21,2,9.5,1.91,0.18,0.1,1.0,18.6,0.0,0.07,0.5,0.5,632.0,750.0,84.3,10133.0,2428.0,326.0,352.0,92.6,230.0,264.0,87.1,51.0,84.0,60.7,1.5,-1.4,12.0,70.0,19.0,5.0,92.0,17.0,6,4.0,8.0,5.0,7.0,10.0,70.0,3.0,18.0,3.0,15.0,5,22.0,3.0,0.0,3,11,4,4
Tom Cairney,2023/2024,123275,2023-12-19,2000000,931,GB1,sct SCO,MF,Fulham,33,1991,26,13,"1,246",13.8,1,3,4,1,0,0,2,0,0.8,0.8,1.9,2.7,30.0,111.0,54.0,0.07,0.22,0.29,0.07,0.29,0.05,0.14,0.19,0.05,0.19,Matches,12,5,41.7,0.87,0.36,0.08,0.2,20.9,0.0,0.06,0.2,0.2,887.0,1006.0,88.2,13751.0,2984.0,475.0,504.0,94.2,324.0,353.0,91.8,58.0,93.0,62.4,2.1,1.1,17.0,70.0,19.0,4.0,111.0,21.0,13,10.0,9.0,2.0,11.0,23.0,47.8,12.0,14.0,3.0,11.0,13,34.0,5.0,0.0,3,11,4,5
Tom Cleverley,2019/2020,73484,2020-04-08,4800000,1010,GB1,eng ENG,MF,Watford,29,1989,18,11,971,10.8,1,0,1,1,0,0,2,0,2.1,2.1,0.7,2.8,13.0,49.0,43.0,0.09,0.0,0.09,0.09,0.09,0.19,0.07,0.26,0.19,0.26,Matches,17,5,29.4,1.58,0.46,0.06,0.2,17.8,0.0,0.12,-1.1,-1.1,369.0,467.0,79.0,5183.0,1761.0,227.0,241.0,94.2,93.0,126.0,73.8,24.0,59.0,40.7,1.0,-0.7,15.0,32.0,14.0,3.0,49.0,28.0,15,8.0,14.0,6.0,9.0,36.0,25.0,27.0,13.0,1.0,12.0,10,38.0,15.0,0.0,2,9,4,1
Tom Cleverley,2021/2022,73484,2021-12-23,2000000,1010,GB1,eng ENG,MF,Watford,31,1989,28,20,"1,616",18.0,0,2,2,0,0,0,2,0,0.7,0.7,2.1,2.8,8.0,64.0,40.0,0.0,0.11,0.11,0.0,0.11,0.04,0.12,0.15,0.04,0.15,Matches,12,7,58.3,0.67,0.39,0.0,0.0,21.0,0.0,0.06,-0.7,-0.7,479.0,658.0,72.8,7468.0,2178.0,239.0,280.0,85.4,169.0,212.0,79.7,40.0,109.0,36.7,1.3,-0.1,20.0,42.0,8.0,5.0,64.0,37.0,20,19.0,17.0,1.0,18.0,33.0,54.5,15.0,23.0,6.0,17.0,18,55.0,19.0,3.0,2,9,4,3
Tom Davies,2019/2020,314210,2020-04-08,16000000,350,GB1,eng ENG,MF,Everton,21,1998,30,23,"2,027",22.5,1,0,1,1,0,0,8,0,1.6,1.6,0.5,2.1,24.0,113.0,32.0,0.04,0.0,0.04,0.04,0.04,0.07,0.02,0.09,0.07,0.09,Matches,17,5,29.4,0.75,0.22,0.06,0.2,17.1,0.0,0.09,-0.6,-0.6,687.0,893.0,76.9,11896.0,4015.0,309.0,388.0,79.6,292.0,341.0,85.6,68.0,110.0,61.8,0.9,-0.5,6.0,85.0,16.0,2.0,113.0,38.0,17,12.0,22.0,4.0,17.0,55.0,30.9,38.0,12.0,4.0,8.0,35,73.0,28.0,0.0,2,10,4,1
Tom Davies,2020/2021,314210,2021-06-08,18000000,350,GB1,eng ENG,MF,Everton,22,1998,25,17,"1,423",15.8,0,1,1,0,0,0,3,0,0.2,0.2,0.9,1.1,11.0,49.0,17.0,0.0,0.06,0.06,0.0,0.06,0.01,0.06,0.07,0.01,0.07,Matches,7,0,0.0,0.44,0.0,0.0,0.0,25.8,0.0,0.03,-0.2,-0.2,572.0,706.0,81.0,9594.0,2599.0,276.0,321.0,86.0,237.0,269.0,88.1,46.0,68.0,67.6,1.0,0.1,6.0,42.0,5.0,1.0,49.0,31.0,18,17.0,12.0,2.0,16.0,39.0,41.0,23.0,15.0,9.0,6.0,34,65.0,21.0,2.0,2,10,4,2
Tom Davies,2021/2022,314210,2021-12-23,18000000,350,GB1,eng ENG,MF,Everton,23,1998,6,2,234,2.6,1,0,1,1,0,0,1,0,0.8,0.8,0.0,0.8,1.0,7.0,3.0,0.38,0.0,0.38,0.38,0.38,0.32,0.0,0.32,0.32,0.32,Matches,6,2,33.3,2.31,0.77,0.17,0.5,17.3,0.0,0.14,0.2,0.2,60.0,82.0,73.2,822.0,261.0,35.0,38.0,92.1,18.0,24.0,75.0,2.0,6.0,33.3,0.1,0.0,0.0,4.0,1.0,0.0,7.0,3.0,1,1.0,1.0,1.0,2.0,5.0,40.0,3.0,2.0,1.0,1.0,2,5.0,9.0,0.0,2,10,4,3
Tom Davies,2022/2023,854853,2023-01-31,50000,2553,SC1,eng ENG,MF,Everton,24,1998,19,4,538,6.0,0,0,0,0,0,0,3,0,1.2,1.2,0.2,1.3,2.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22,Matches,9,2,22.2,1.51,0.33,0.0,0.0,15.7,0.0,0.13,-1.2,-1.2,173.0,234.0,73.9,2879.0,850.0,87.0,111.0,78.4,64.0,76.0,84.2,16.0,29.0,55.2,0.3,-0.2,2.0,25.0,2.0,0.0,30.0,15.0,9,5.0,9.0,1.0,7.0,14.0,50.0,7.0,10.0,1.0,9.0,4,19.0,7.0,1.0,2,10,4,4
Tom Davies,2023/2024,314210,2023-12-19,6000000,350,GB1,eng ENG,MF,Sheffield Utd,25,1998,9,2,221,2.5,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,Matches,4,1,25.0,1.63,0.41,0.0,0.0,15.4,0.0,0.09,-0.4,-0.4,68.0,99.0,68.7,901.0,310.0,41.0,50.0,82.0,20.0,27.0,74.1,2.0,7.0,28.6,0.2,-0.1,1.0,6.0,1.0,0.0,8.0,10.0,5,4.0,3.0,3.0,3.0,9.0,33.3,6.0,2.0,1.0,1.0,3,13.0,6.0,1.0,2,6,4,5
Tom Heaton,2019/2020,34130,2020-04-08,4800000,985,GB1,eng ENG,GK,Aston Villa,33,1986,20,20,"1,794",19.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,628.0,59.1,11773.0,9472.0,61.0,61.0,100.0,176.0,180.0,97.8,133.0,383.0,34.7,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,2,3.0,0.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,0,3.0,6.0,0.0,2,19,6,1
Tom Lockyer,2023/2024,207742,2023-12-19,3500000,1031,GB1,wls WAL,DF,Luton Town,29,1994,14,14,"1,169",13.0,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,6.0,37.0,2.0,0.08,0.08,0.15,0.08,0.15,0.08,0.04,0.12,0.08,0.12,Matches,7,1,14.3,0.54,0.08,0.14,1.0,8.5,0.0,0.15,-0.1,-0.1,301.0,422.0,71.3,6628.0,3120.0,81.0,104.0,77.9,158.0,189.0,83.6,57.0,113.0,50.4,0.3,0.4,3.0,37.0,4.0,0.0,37.0,27.0,16,18.0,7.0,2.0,16.0,25.0,64.0,9.0,25.0,14.0,11.0,23,50.0,73.0,0.0,34,20,3,5
Tom Trybull,2019/2020,93831,2020-04-08,3200000,173,DK1,de GER,MF,Norwich City,26,1993,16,14,"1,130",12.6,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,3.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,11,2,18.2,0.88,0.16,0.0,0.0,18.4,0.0,0.04,-0.5,-0.5,566.0,615.0,92.0,8879.0,2697.0,313.0,329.0,95.1,196.0,213.0,92.0,42.0,46.0,91.3,0.1,-0.1,3.0,34.0,0.0,0.0,33.0,39.0,25,15.0,18.0,6.0,16.0,60.0,26.7,44.0,20.0,5.0,15.0,16,55.0,35.0,0.0,28,14,4,1
Tommy Doyle,2023/2024,433183,2023-12-19,7000000,543,GB1,eng ENG,MF,Wolves,22,2001,19,6,813,9.0,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,11.0,53.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,7,2,28.6,0.77,0.22,0.0,0.0,27.2,2.0,0.04,-0.2,-0.2,542.0,642.0,84.4,10445.0,2862.0,202.0,216.0,93.5,250.0,277.0,90.3,74.0,120.0,61.7,0.7,-0.3,4.0,62.0,4.0,1.0,53.0,17.0,8,9.0,5.0,3.0,10.0,13.0,76.9,3.0,17.0,7.0,10.0,9,26.0,13.0,0.0,2,17,4,5
Tosin Adarabioyo,2020/2021,258878,2021-06-08,12000000,931,GB1,eng ENG,DF,Fulham,22,1997,33,33,"2,953",32.8,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.4,5.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,18,5,27.8,0.55,0.15,0.0,0.0,10.5,0.0,0.06,-1.1,-1.1,1647.0,1918.0,85.9,33255.0,12650.0,484.0,551.0,87.8,949.0,1008.0,94.1,196.0,318.0,61.6,0.4,-0.3,5.0,71.0,5.0,0.0,75.0,37.0,19,30.0,6.0,1.0,19.0,40.0,47.5,21.0,26.0,20.0,6.0,42,79.0,197.0,2.0,2,11,3,2
Tosin Adarabioyo,2022/2023,258878,2023-03-16,15000000,931,GB1,eng ENG,DF,Fulham,24,1997,25,23,"2,085",23.2,1,0,1,1,0,0,4,0,0.7,0.7,0.4,1.1,16.0,95.0,3.0,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,Matches,16,4,25.0,0.69,0.17,0.06,0.25,21.2,1.0,0.04,0.3,0.3,1066.0,1300.0,82.0,22623.0,8478.0,265.0,307.0,86.3,653.0,735.0,88.8,136.0,223.0,61.0,0.5,-0.4,6.0,96.0,7.0,0.0,95.0,30.0,13,22.0,6.0,2.0,16.0,23.0,69.6,7.0,20.0,15.0,5.0,26,56.0,140.0,1.0,2,11,3,4
Tosin Adarabioyo,2023/2024,258878,2023-12-19,12000000,931,GB1,eng ENG,DF,Fulham,26,1997,14,12,"1,083",12.0,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.6,5.0,38.0,2.0,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.05,0.05,0.05,Matches,10,3,30.0,0.83,0.25,0.1,0.33,15.5,0.0,0.06,0.4,0.4,703.0,830.0,84.7,14444.0,5328.0,189.0,211.0,89.6,432.0,479.0,90.2,77.0,117.0,65.8,0.3,-0.1,1.0,28.0,2.0,0.0,38.0,16.0,10,11.0,5.0,0.0,10.0,14.0,71.4,4.0,11.0,8.0,3.0,18,34.0,60.0,0.0,2,11,3,5
Trent Alexander-Arnold,2019/2020,314353,2020-04-08,99000000,31,GB1,eng ENG,DF,Liverpool,20,1998,38,35,"3,175",35.3,4,13,17,4,0,0,5,0,2.8,2.8,10.9,13.7,98.0,247.0,226.0,0.11,0.37,0.48,0.11,0.48,0.08,0.31,0.39,0.08,0.39,Matches,44,13,29.5,1.25,0.37,0.09,0.31,22.6,13.0,0.06,1.2,1.2,2278.0,3230.0,70.5,43250.0,16071.0,993.0,1095.0,90.7,912.0,1250.0,73.0,315.0,700.0,45.0,9.7,2.1,87.0,190.0,88.0,31.0,247.0,55.0,34,35.0,17.0,3.0,36.0,78.0,46.2,42.0,27.0,9.0,18.0,45,100.0,84.0,3.0,2,15,3,1
Trent Alexander-Arnold,2020/2021,314353,2021-05-28,75000000,31,GB1,eng ENG,DF,Liverpool,21,1998,36,34,"3,031",33.7,2,7,9,2,0,0,2,0,2.6,2.6,8.6,11.2,98.0,251.0,249.0,0.06,0.21,0.27,0.06,0.27,0.08,0.26,0.33,0.08,0.33,Matches,55,12,21.8,1.63,0.36,0.04,0.17,24.9,18.0,0.05,-0.6,-0.6,2245.0,3015.0,74.5,40719.0,15754.0,1064.0,1184.0,89.9,897.0,1145.0,78.3,256.0,545.0,47.0,7.5,-1.6,77.0,193.0,101.0,29.0,251.0,56.0,33,31.0,18.0,7.0,36.0,56.0,64.3,20.0,24.0,3.0,21.0,49,105.0,50.0,3.0,2,15,3,2
Trent Alexander-Arnold,2021/2022,314353,2021-12-23,80000000,31,GB1,eng ENG,DF,Liverpool,22,1998,32,32,"2,853",31.7,2,12,14,2,0,0,2,0,2.4,2.4,12.0,14.4,53.0,267.0,201.0,0.06,0.38,0.44,0.06,0.44,0.07,0.38,0.46,0.07,0.46,Matches,51,15,29.4,1.61,0.47,0.04,0.13,24.0,8.0,0.05,-0.4,-0.4,2039.0,2757.0,74.0,40112.0,15683.0,841.0,964.0,87.2,811.0,1048.0,77.4,344.0,636.0,54.1,13.0,0.0,90.0,245.0,85.0,25.0,267.0,40.0,23,19.0,13.0,8.0,27.0,60.0,45.0,33.0,22.0,4.0,18.0,43,83.0,40.0,0.0,2,15,3,3
Trent Alexander-Arnold,2022/2023,314353,2023-03-16,65000000,31,GB1,eng ENG,DF,Liverpool,23,1998,37,34,"2,923",32.5,2,9,11,2,0,0,5,0,2.4,2.4,11.5,13.8,43.0,235.0,139.0,0.06,0.28,0.34,0.06,0.34,0.07,0.35,0.43,0.07,0.43,Matches,40,8,20.0,1.23,0.25,0.05,0.25,23.8,5.0,0.06,-0.4,-0.4,2188.0,2912.0,75.1,41590.0,16323.0,1000.0,1123.0,89.0,822.0,1045.0,78.7,331.0,642.0,51.6,9.1,-2.5,71.0,239.0,82.0,28.0,235.0,57.0,40,32.0,16.0,9.0,42.0,79.0,53.2,37.0,25.0,7.0,18.0,43,100.0,41.0,2.0,2,15,3,4
Trent Alexander-Arnold,2023/2024,314353,2023-12-19,70000000,31,GB1,eng ENG,DF,Liverpool,25,1998,21,19,"1,622",18.0,2,4,6,2,0,0,5,0,1.8,1.5,5.5,7.0,31.0,153.0,65.0,0.11,0.22,0.33,0.11,0.33,0.1,0.3,0.4,0.08,0.39,Matches,30,4,13.3,1.66,0.22,0.07,0.5,24.2,3.0,0.05,0.2,0.5,1148.0,1534.0,74.8,22646.0,9291.0,495.0,538.0,92.0,445.0,567.0,78.5,190.0,385.0,49.4,4.6,-1.5,53.0,146.0,42.0,12.0,153.0,28.0,19,19.0,8.0,1.0,20.0,67.0,29.9,47.0,13.0,1.0,12.0,23,51.0,39.0,4.0,2,15,3,5
